compound	modifier1	head
Krebserkrankung	Krebs	Erkrankung
Krebsforschung	Krebs	Forschung
Krebsforschungszentrum	Krebsforschung	Zentrum
Krebsgang	Krebs	Gang
Krebsgeschwür	Krebs	Geschwür
Krebsgewebe	Krebs	Gewebe
Krebsheilkunde	Krebs	Heilkunde
Krebskrankheit	Krebs	Krankheit
Krebsleiden	Krebs	Leiden
Krebspatient	Krebs	Patient
Krebsregister	Krebs	Register
Krebsrisiko	Krebs	Risiko
Krebsschere	Krebs	Schere
Krebssuppe	Krebs	Suppe
Krebstherapie	Krebs	Therapie
Krebstier	Krebs	Tier
Krebstod	Krebs	Tod
Krebsvorsorge	Krebs	Vorsorge
Krebszelle	Krebs	Zelle
Kreditanstalt	Kredit	Anstalt
Kreditantrag	Kredit	Antrag
Kreditaufnahme	Kredit	Aufnahme
Kreditbank	Kredit	Bank
Kreditbereich	Kredit	Bereich
Kreditbetrug	Kredit	Betrug
Kreditbrief	Kredit	Brief
Kreditengagement	Kredit	Engagement
Kreditfinanzierung	Kredit	Finanzierung
Kreditgeber	Kredit	Geber
Kreditgenossenschaft	Kredit	Genossenschaft
Kreditgeschäft	Kredit	Geschäft
Kreditgewährung	Kredit	Gewährung
Kredithai	Kredit	Hai
Kredithöhe	Kredit	Höhe
Kreditinstitut	Kredit	Institut
Kreditkarte	Kredit	Karte
Kreditkauf	Kredit	Kauf
Kreditkonditionen	Kredit	Konditionen
Kreditlinie	Kredit	Linie
Kreditnehmer	Kredit	Nehmer
Kreditpolitik	Kredit	Politik
Kreditpunktesystem	Kredit	Punktesystem
Kreditrahmen	Kredit	Rahmen
Kreditrisiko	Kredit	Risiko
Kreditsicherheit	Kredit	Sicherheit
Kreditvergabe	Kredit	Vergabe
Kreditvertrag	Kredit	Vertrag
Kreditvolumen	Kredit	Volumen
Kreditvorlage	Kredit	Vorlage
Kreditwesen	Kredit	Wesen
Kreditwesengesetz	Kreditwesen	Gesetz
Kreditwirtschaft	Kredit	Wirtschaft
Kreditwunsch	Kredit	Wunsch
Kreditzins	Kredit	Zins
Kreditzinsen	Kredit	Zinsen
Kreideformation	Kreide	Formation
Kreidekreis	Kreide	Kreis
Kreidezeichnung	Kreide	Zeichnung
Kreidezeit	Kreide	Zeit
Kreisamt	Kreis	Amt
Kreisanzeiger	Kreis	Anzeiger
Kreisarchiv	Kreis	Archiv
Kreisausschnitt	Kreis	Ausschnitt
Kreisausschuss	Kreis	Ausschuss
Kreisbahn	Kreis	Bahn
Kreisbewegung	Kreis	Bewegung
Kreisblatt	Kreis	Blatt
Kreisbogen	Kreis	Bogen
Kreischef	Kreis	Chef
Kreisebene	Kreis	Ebene
Kreiselinstrument	Kreisel|kreiseln	Instrument
Kreiselschnecke	Kreisel	Schnecke
Kreiselwespe	Kreisel|kreiseln	Wespe
Kreisfläche	Kreis	Fläche
Kreisform	Kreis	Form
Kreisfrequenz	Kreis	Frequenz
Kreisgebiet	Kreis	Gebiet
Kreisgebietsreform	Kreisgebiet	Reform
Kreisgericht	Kreis	Gericht
Kreisgesundheitsamt	Kreis	Gesundheitsamt
Kreisgliederung	Kreis	Gliederung
Kreisgrabenanlage	Kreisgraben	Anlage
Kreisgrenze	Kreis	Grenze
Kreishauptstadt	Kreis	Hauptstadt
Kreiskämmerer	Kreis	Kämmerer
Kreiskegel	Kreis	Kegel
Kreisklasse	Kreis	Klasse
Kreiskrankenhaus	Kreis	Krankenhaus
Kreislauf	Kreis	Lauf
Kreisläufer	Kreis	Läufer
Kreislaufkollaps	Kreislauf	Kollaps
Kreislaufschock	Kreislauf	Schock
Kreislaufstillstand	Kreislauf	Stillstand
Kreislaufsystem	Kreislauf	System
Kreislaufversagen	Kreislauf	Versagen
Kreislaufwirtschaft	Kreislauf	Wirtschaft
Kreisleitung	Kreis	Leitung
Kreisliga	Kreis	Liga
Kreislinie	Kreis	Linie
Kreismitte	Kreis	Mitte
Kreismittelpunkt	Kreis	Mittelpunkt
Kreismuseum	Kreis	Museum
Kreisordnung	Kreis	Ordnung
Kreisparlament	Kreis	Parlament
Kreispolizeibehörde	Kreis	Polizeibehörde
Kreisprozess	Kreis	Prozess
Kreisrat	Kreis	Rat
Kreisreform	Kreis	Reform
Kreisregierung	Kreis	Regierung
Kreissäge	Kreis|kreisen	Säge
Kreissegment	Kreis	Segment
Kreissektor	Kreis	Sektor
Kreissitz	Kreis	Sitz
Kreissparkasse	Kreis	Sparkasse
Kreissportbund	Kreis	Sportbund
Kreißsaal	kreißen	Saal
Kreisstadt	Kreis	Stadt
Kreisstraße	Kreis	Straße
Kreissynode	Kreis	Synode
Kreistag	Kreis	Tag
Kreistagsabgeordnete	Kreistag	Abgeordnete
Kreistagsabgeordneter	Kreistag	Abgeordneter
Kreistagsfraktion	Kreistag	Fraktion
Kreistagsmitglied	Kreistag	Mitglied
Kreistagssitzung	Kreistag	Sitzung
Kreistagswahl	Kreistag	Wahl
Kreisumfang	Kreis	Umfang
Kreisumlage	Kreis	Umlage
Kreisverband	Kreis	Verband
Kreisverfassung	Kreis	Verfassung
Kreisverkehr	Kreis	Verkehr
Kreisvertretung	Kreis	Vertretung
Kreisverwaltung	Kreis	Verwaltung
Kreisvorsitzende	Kreis	Vorsitzende
Kreisvorsitzender	Kreis	Vorsitzender
Kreisvorstand	Kreis	Vorstand
Kreiswappen	Kreis	Wappen
Kreiswehrersatzamt	Kreiswehrersatz	Amt
Kreiszahl	Kreis	Zahl
Kreiszeitung	Kreis	Zeitung
Kremlchef	Kreml	Chef
Kreolsprache	Kreol	Sprache
Krepppapier	Krepp	Papier
Kreppstoff	Krepp	Stoff
Kressesalat	Kresse	Salat
Kressesuppe	Kresse	Suppe
Kreuzabnahme	Kreuz	Abnahme
Kreuzaltar	Kreuz	Altar
Kreuzass	Kreuz	Ass
Kreuzband	Kreuz|kreuzen	Band
Kreuzbandriss	Kreuzband	Riss
Kreuzbein	Kreuz	Bein
Kreuzblume	Kreuz	Blume
Kreuzblumengewächs	Kreuzblume	Gewächs
Kreuzblütengewächs	Kreuz Blüte	Gewächs
Kreuzblütler	Kreuz	Blütler
Kreuzbube	Kreuz	Bube
Kreuzdame	Kreuz	Dame
Kreuzdorn	Kreuz	Dorn
Kreuzdorngewächs	Kreuzdorn	Gewächs
Kreuzenzian	Kreuz	Enzian
Kreuzerhöhung	Kreuz	Erhöhung
Kreuzerhöhungskirche	Kreuzerhöhung	Kirche
Kreuzestod	Kreuz	Tod
Kreuzfahrer	Kreuz	Fahrer
Kreuzfahrerheer	Kreuzfahrer	Heer
Kreuzfahrerstaat	Kreuzfahrer	Staat
Kreuzfahrt	kreuzen	Fahrt
Kreuzfahrtschiff	Kreuzfahrt	Schiff
Kreuzfeuer	Kreuz	Feuer
Kreuzform	Kreuz	Form
Kreuzfuchs	Kreuz	Fuchs
Kreuzgang	Kreuz	Gang
Kreuzgelenk	Kreuz|kreuzen 	Gelenk
Kreuzgewölbe	Kreuz|kreuzen	Gewölbe
Kreuzgratgewölbe	Kreuz Grat	Gewölbe
Kreuzherr	Kreuz	Herr
Kreuzigungsgruppe	Kreuzigung	Gruppe
Kreuzigungsszene	Kreuzigung	Szene
Kreuzkantor	Kreuz	Kantor
Kreuzkapelle	Kreuz	Kapelle
Kreuzkirche	Kreuz	Kirche
Kreuzknoten	Kreuz	Knoten
Kreuzkönig	Kreuz	König
Kreuzkraut	Kreuz	Kraut
Kreuzkröte	Kreuz	Kröte
Kreuzkümmel	Kreuz	Kümmel
Kreuzotter	Kreuz	Otter
Kreuzpflaster	Kreuz	Pflaster
Kreuzprodukt	Kreuz|kreuzen	Produkt
Kreuzreim	Kreuz|kreuzen 	Reim
Kreuzreliquie	Kreuz	Reliquie
Kreuzrippe	Kreuz|kreuzen	Rippe
Kreuzrippengewölbe	Kreuzrippe	Gewölbe
Kreuzritter	Kreuz	Ritter
Kreuzschlitzschraubenzieher	Kreuzschlitz	Schraubenzieher
Kreuzschwalbe	Kreuz	Schwalbe
Kreuzspinne	Kreuz	Spinne
Kreuztabelle	Kreuz|kreuzen	Tabelle
Kreuzungsbereich	Kreuzung	Bereich
Kreuzungspunkt	Kreuzung	Punkt
Kreuzungsstelle	Kreuzung	Stelle
Kreuzungsteil	Kreuzung	Teil
Kreuzungsversuch	Kreuzung	Versuch
Kreuzverhör	Kreuz	Verhör
Kreuzweg	Kreuz|kreuzen	Weg
Kreuzwegstation	Kreuzweg	Station
Kreuzworträtsel	Kreuz|kreuzen	Worträtsel
Kreuzzeichen	Kreuz	Zeichen
Kreuzzug	Kreuz	Zug
Krickente	Krick	Ente
Kricketball	Kricket	Ball
Kricketspieler	Kricket	Spieler
Kriechspur	kriechen	Spur
Kriechstendel	kriechen	Stendel
Kriechtier	kriechen	Tier
Kriechweide	kriechen	Weide
Kriegerdenkmal	Krieger	Denkmal
Kriegerverein	Krieger	Verein
Kriegführung	Krieg	Führung
Kriegsabitur	Krieg	Abitur
Kriegsakademie	Krieg	Akademie
Kriegsanleihe	Krieg	Anleihe
Kriegsanstrengung	Krieg	Anstrengung
Kriegsarchiv	Krieg	Archiv
Kriegsausbruch	Krieg	Ausbruch
Kriegsausgang	Krieg	Ausgang
Kriegsauszeichnung	Krieg	Auszeichnung
Kriegsbedingung	Krieg	Bedingung
Kriegsbegeisterung	Krieg	Begeisterung
Kriegsbeginn	Krieg	Beginn
Kriegsbeil	Krieg	Beil
Kriegsbemalung	Krieg	Bemalung
Kriegsbereitschaft	Krieg	Bereitschaft
Kriegsbericht	Krieg	Bericht
Kriegsberichterstatter	Krieg	Berichterstatter
Kriegsberichterstattung	Krieg	Berichterstattung
Kriegsbeschädigte	Krieg	Beschädigte
Kriegsbeschädigter	Krieg	Beschädigter
Kriegsbeteiligung	Krieg	Beteiligung
Kriegsbeute	Krieg	Beute
Kriegsblinde	Krieg	Blinde
Kriegsblinder	Krieg	Blinder
Kriegsdauer	Krieg	Dauer
Kriegsdenkmal	Krieg	Denkmal
Kriegsdienst	Krieg	Dienst
Kriegsdienstverweigerer	Kriegsdienst	Verweigerer
Kriegsdienstverweigerung	Kriegsdienst	Verweigerung
Kriegsdrama	Krieg	Drama
Kriegseinsatz	Krieg	Einsatz
Kriegseintritt	Krieg	Eintritt
Kriegseinwirkung	Krieg	Einwirkung
Kriegselefant	Krieg	Elefant
Kriegsende	Krieg	Ende
Kriegsentschädigung	Krieg	Entschädigung
Kriegsentschädigungen	Krieg	Entschädigungen
Kriegsereignis	Krieg	Ereignis
Kriegserfahrung	Krieg	Erfahrung
Kriegserklärung	Krieg	Erklärung
Kriegserlebnis	Krieg	Erlebnis
Kriegseröffnung	Krieg	Eröffnung
Kriegsfall	Krieg	Fall
Kriegsfilm	Krieg	Film
Kriegsflagge	Krieg	Flagge
Kriegsflotte	Krieg	Flotte
Kriegsflüchtling	Krieg	Flüchtling
Kriegsflugzeug	Krieg	Flugzeug
Kriegsfolge	Krieg	Folge
Kriegsfreiwillige	Krieg	Freiwillige
Kriegsfreiwilliger	Krieg	Freiwilliger
Kriegsfront	Krieg	Front
Kriegsführung	Krieg	Führung
Kriegsfuß	Krieg	Fuß
Kriegsgebiet	Krieg	Gebiet
Kriegsgefahr	Krieg	Gefahr
Kriegsgefallene	Krieg	Gefallene
Kriegsgefallener	Krieg	Gefallener
Kriegsgefangene	Krieg	Gefangene
Kriegsgefangenenlager	Kriegsgefangene	Lager
Kriegsgefangener	Krieg	Gefangener
Kriegsgefangenschaft	Krieg	Gefangenschaft
Kriegsgegner	Krieg	Gegner
Kriegsgegnerin	Krieg	Gegnerin
Kriegsgerät	Krieg	Gerät
Kriegsgericht	Krieg	Gericht
Kriegsgeschehen	Krieg	Geschehen
Kriegsgeschichte	Krieg	Geschichte
Kriegsgewinnler	Krieg	Gewinnler
Kriegsglück	Krieg	Glück
Kriegsgott	Krieg	Gott
Kriegsgrab	Krieg	Grab
Kriegsgräber	Krieg	Gräber
Kriegsgräberfürsorge	Kriegsgrab	Fürsorge
Kriegsgräberstätte	Kriegsgrab	Stätte
Kriegsgräuel	Krieg	Gräuel
Kriegsgrund	Krieg	Grund
Kriegshafen	Krieg	Hafen
Kriegshandlung	Krieg	Handlung
Kriegshandwerk	Krieg	Handwerk
Kriegsheimkehrer	Krieg	Heimkehrer
Kriegsheld	Krieg	Held
Kriegsherr	Krieg	Herr
Kriegsindustrie	Krieg	Industrie
Kriegsinvalide	Krieg	Invalide
Kriegsjahr	Krieg	Jahr
Kriegskamerad	Krieg	Kamerad
Kriegskasse	Krieg	Kasse
Kriegskosten	Krieg	Kosten
Kriegskredit	Krieg	Kredit
Kriegskunst	Krieg	Kunst
Kriegslage	Krieg	Lage
Kriegsland	Krieg	Land
Kriegslast	Krieg	Last
Kriegslist	Krieg	List
Kriegsmarine	Krieg	Marine
Kriegsmaschine	Krieg	Maschine
Kriegsmaschinerie	Krieg	Maschinerie
Kriegsmaterial	Krieg	Material
Kriegsminister	Krieg	Minister
Kriegsministerium	Krieg	Ministerium
Kriegsmonat	Krieg	Monat
Kriegsniederlage	Krieg	Niederlage
Kriegsökonomie	Krieg	Ökonomie
Kriegsopfer	Krieg	Opfer
Kriegspartei	Krieg	Partei
Kriegsplan	Krieg	Plan
Kriegspolitik	Krieg	Politik
Kriegsproduktion	Krieg	Produktion
Kriegspropaganda	Krieg	Propaganda
Kriegsrat	Krieg	Rat
Kriegsrecht	Krieg	Recht
Kriegsschaden	Krieg	Schaden
Kriegsschauplatz	Krieg	Schauplatz
Kriegsschiff	Krieg	Schiff
Kriegsschuld	Krieg	Schuld
Kriegsschuldfrage	Kriegsschuld	Frage
Kriegsschule	Krieg	Schule
Kriegssituation	Krieg	Situation
Kriegsspiel	Krieg	Spiel
Kriegstag	Krieg	Tag
Kriegstagebuch	Krieg	Tagebuch
Kriegstaktik	Krieg	Taktik
Kriegsteilnahme	Krieg	Teilnahme
Kriegsteilnehmer	Krieg	Teilnehmer
Kriegstote	Krieg	Tote
Kriegstoter	Krieg	Toter
Kriegstreiber	Krieg	Treiber
Kriegsverbrechen	Krieg	Verbrechen
Kriegsverbrecher	Krieg	Verbrecher
Kriegsverbrechergefängnis	Kriegsverbrecher	Gefängnis
Kriegsverbrecherprozess	Kriegsverbrecher	Prozess
Kriegsverbrechertribunal	Kriegsverbrecher	Tribunal
Kriegsverdienstkreuz	Krieg	Verdienstkreuz
Kriegsverlauf	Krieg	Verlauf
Kriegsverletzte	Krieg	Verletzte
Kriegsverletzter	Krieg	Verletzter
Kriegsverletzung	Krieg	Verletzung
Kriegsversehrte	Krieg	Versehrte
Kriegsversehrter	Krieg	Versehrter
Kriegsverwundete	Krieg	Verwundete
Kriegsverwundeter	Krieg	Verwundeter
Kriegsverwundung	Krieg	Verwundung
Kriegsveteran	Krieg	Veteran
Kriegsveteranenbund	Kriegsveteran	Bund
Kriegsvolk	Krieg	Volk
Kriegsvölkerrecht	Krieg	Völkerrecht
Kriegsvorbereitung	Krieg	Vorbereitung
Kriegswaffe	Krieg	Waffe
Kriegswaffenkontrolle	Kriegswaffe	Kontrolle
Kriegswaffenkontrollgesetz	Kriegswaffenkontrolle	Gesetz
Kriegswaise	Krieg	Waise
Kriegswesen	Krieg	wesen
Kriegswinter	Krieg	Winter
Kriegswirren	Krieg	Wirren
Kriegswirtschaft	Krieg	Wirtschaft
Kriegswoche	Krieg	Woche
Kriegszeit	Krieg	Zeit
Kriegszerstörung	Krieg	Zerstörung
Kriegsziel	Krieg	Ziel
Kriegszug	Krieg	Zug
Kriegszustand	Krieg	Zustand
Kriegszweck	Krieg	Zweck
Krimiautor	Krimi	Autor
Krimikomödie	Krimi	Komödie
Kriminalamt	kriminal	Amt
Kriminalbeamter	kriminal	Beamter
Kriminaldirektor	kriminal	Direktor
Kriminalfall	kriminal	Fall
Kriminalfilm	kriminal	Film
Kriminalgericht	kriminal	Gericht
Kriminalgeschichte	kriminal	Geschichte
Kriminalhauptkommissar	kriminal	Hauptkommissar
Kriminalitätsbekämpfung	Kriminalität	Bekämpfung
Kriminalitätsrate	Kriminalität	Rate
Kriminalkommissar	kriminal	Kommissar
Kriminalkomödie	kriminal	Komödie
Kriminalliteratur	kriminal	Literatur
Kriminalmuseum	kriminal	Museum
Kriminaloberrat	kriminal	Oberrat
Kriminalpolizei	kriminal	Polizei
Kriminalpolizist	kriminal	Polizist
Kriminalprävention	kriminal	Prävention
Kriminalpsychologie	kriminal	Psychologie
Kriminalrat	kriminal	Rat
Kriminalroman	kriminal	Roman
Kriminalserie	kriminal	Serie
Kriminalstatistik	kriminal	Statistik
Kriminaltechnik	kriminal	Technik
Krimipreis	Krimi	Preis
Krimireihe	Krimi	Reihe
Krimiserie	Krimi	Serie
Krimkrieg	Krim	Krieg
Krimlinde	Krim	Linde
Krimlotwurz	Krim	Lotwurz
Krim-Tatarisch	Krim	Tatarisch
Krippenfigur	Krippe	Figur
Krippenplatz	Krippe	Platz
Krippenspiel	Krippe	Spiel
Krisenausschuss	Krise	Ausschuss
Krisenbereitschaft	Krise	Bereitschaft
Krisenbewältigung	Krise	Bewältigung
Krisenfall	Krise	Fall
Krisengebiet	Krise	Gebiet
Krisenherd	Krise	Herd
Krisenintervention	Krise	Intervention
Krisenjahr	Krise	Jahr
Krisenmanagement	Krise	Management
Krisenmanager	Krise	Manager
Krisenregion	Krise	Region
Krisensituation	Krise	Situation
Krisensitzung	Krise	Sitzung
Krisenstab	Krise	Stab
Krisenstimmung	Krise	Stimmung
Krisenzeit	Krise	Zeit
Krisenzustand	Krise	Zustand
Kristallbildung	Kristall	Bildung
Kristallform	Kristall	Form
Kristallgitter	Kristall	Gitter
Kristallglas	Kristall	Glas
Kristallisationspunkt	Kristallisation	Punkt
Kristallkugel	Kristall	Kugel
Kristallleuchter	Kristall	Leuchter
Kristallnacht	Kristall	Nacht
Kristallstruktur	Kristall	Struktur
Kristallsystem	Kristall	System
Kristallwachstum	Kristall	Wachstum
Kristallwasser	Kristall	Wasser
Kristallweizen	Kristall	Weizen
Kriterienkatalog	Kriterium	Katalog
Kritikerlob	Kritiker	Lob
Kritikermeinung	Kritiker	Meinung
Kritikerpreis	Kritiker	Preis
Kritikerumfrage	Kritiker	Umfrage
Kritikfähigkeit	Kritik	Fähigkeit
Kritikpunkt	Kritik	Punkt
Kroatienkrieg	Kroatien	Krieg
Krokodilfarm	Krokodil	Farm
Kronanwalt	Krone	Anwalt
Kronblatt	Krone	Blatt
Krondomäne	Krone	Domäne
Kronenlattich	Krone	Lattich
Kronenorden	Krone	Orden
Kronerbe	Krone	Erbe
Krongut	Krone	Gut
Kronjuwel	Krone	Juwelen
Kronkolonie	Krone	Kolonie
Kronkorken	Krone	Korken
Kronland	Krone	Landeplatz
Kronleuchter	Krone	Leuchter
Kronprinz	Krone	Prinz
Kronprinzenpaar	Kronprinz	Paar
Kronprinzenpalais	Kronprinz	Palais
Kronprinzenpalast	Kronprinz	Palast
Kronrat	Krone	Rat
Kronröhre	Krone	Röhre
Kronschatz	Krone	Schatz
Krönungsfeierlichkeit	Krönung	Feierlichkeit
Krönungsornat	Krönung	Ornat
Krönungszeremonie	Krönung	Zeremonie
Kronwicke	Krone	Wicke
Kronzeuge	Krone	Zeuge
Kronzeugenregelung	Kronzeuge	Regelung
Kronzipfel	Krone	Zipfel
Kropfgans	Kropf	Gans
Krötenbinse	Kröte	Binse
Krötenechse	Kröte	Echse
Krötenfrosch	Kröte	Frosch
Krückstock	Krücke	Stock
Krümelkuchen	Krümel	Kuchen
Krummdarm	krumm	Darm
Krummschwert	krumm	Schwert
Krummsegge	krumm	Segge
Krummstab	krumm	Stab
Krümmungskreis	Krümmung	Kreis
Krümmungsradius	Krümmung	Radius
Krüppelwalmdach	Krüppel	Walmdach
Kru-Sprache	Kru	Sprache
Krustenechse	Kruste	Echse
Krustentier	Kruste	Tier
Kryotherapie	kryo 	Therapie
Kryptoanalyse	krypto	Analyse
KU-Band	KU	Band
Kübelpflanze	Kübel	Pflanze
Kübelspritze	Kübel	Spritze
Kübelwagen	Kübel	Wagen
Kubikdezimeter	Kubik	Dezimeter
Kubikfuß	Kubik	Fuß
Kubikhektometer	Kubik	Hektometer
Kubikkilometer	Kubik	Kilometer
Kubikmaß	Kubik	Maß
Kubikmeter	Kubik	Meter
Kubikmillimeter	Kubik	Millimeter
Kubikwurzel	kubik	Wurzel
Kubikzentimeter	Kubik	Zentimeter
Küchenabfall	Küche	Abfall
Küchenarbeitsplatte	Küche	Arbeitsplatte
Kuchenblech	Kuchen	Blech
Küchenbrigade	Küche	Brigade
Küchenchef	Küche	Chef
Kücheneinrichtung	Küche	Einrichtung
Kuchenform	Kuchen	Form
Kuchengabel	Kuchen	Gabel
Küchengarten	Küche	Garten
Küchengerät	Küche	Gerät
Küchenherd	Küche	Herd
Küchenhilfe	Küche	Hilfe
Küchenjunge	Küche	Junge
Küchenkraut	Küche	Kraut
Küchenmädchen	Küche	Mädchen
Küchenmaschine	Küche	Maschine
Küchenmeister	Küche	Meister
Küchenmesser	Küche	Messer
Küchenmöbel	Küche	Möbel
Küchenpersonal	Küche	Personal
Kuchenplatte	Kuchen	Platte
Küchenschelle	Küche	Schelle
Küchenschere	Küche	Schere
Küchenschrank	Küche	Schrank
Küchenstuhl	Küche	Stuhl
Kuchenteller	Kuchen	Teller
Küchentisch	Küche	Tisch
Küchentuch	Küche	Tuch
Küchenwaage	Küche	Waage
Kuchenzange	Kuchen	Zange
Küchenzeile	Küche	Zeile
Küchenzwiebel	Küche	Zwiebel
Kuckucksei	Kuckuck	Ei
Kuckucksknecht	Kuckuck	Knecht
Kuckucksküster	Kuckuck	Küster
Kuckuckslichtnelke	Kuckuck	Lichtnelke
Kuckucks-Lichtnelke	Kuckuck	Lichtnelke
Kuckucksnest	Kuckuck	Nest
Kuckucksstendel	Kuckuck	Stendel
Kuckucksuhr	Kuckuck	Uhr
Kuckucksvogel	Kuckuck	Vogel
Kufenfahrzeug	Kufe	Fahrzeug
Kugelblitz	Kugel	Blitz
Kugelblume	Kugel	Blume
Kugelblumengewächs	Kugelblume	Gewächs
Kugeldreieck	Kugel	Dreieck
Kugelfisch	Kugel	Fisch
Kugelfläche	Kugel	Fläche
Kugelform	Kugel	Form
Kugelgelenk	Kugel	Gelenk
Kugelgestalt	Kugel	Gestalt
Kugelgranit	Kugel	Granit
Kugelhagel	Kugel	Hagel
Kugelkopf	Kugel	Kopf
Kugellager	Kugel	Lager
Kugelmittelpunkt	Kugel	Mittelpunkt
Kugelmuschel	Kugel	Muschel
Kugeloberfläche	Kugel	Oberfläche
Kugelpackung	Kugel	Packung
Kugelschreiber	Kugel	Schreiber
Kugelsimse	Kugel	Simse
Kugelspiel	Kugel	Spiel
Kugelspinne	Kugel	Spinne
Kugelsternhaufen	Kugel	Sternhaufen
Kugelstoßen	Kugel	Stoßen
Kugeltopf	Kugel	Topf
Kugelwanze	Kugel	Wanze
Kuhantilope	Kuh	Antilope
Kuhdorf	Kuh	Dorf
Kuhdung	Kuh	Dung
Kuhfladen	Kuh	Fladen
Kuhglocke	Kuh	Glocke
Kuhhandel	Kuh	Handel
Kuhhaut	Kuh	Haut
Kuhhirt	Kuh	Hirt
Kuhhirte	Kuh	Hirte
Kühlaggregat	kühl|kühlen	Aggregat
Kühlanlage	kühlen|kühl	Anlage
Kühlbox	kühl	Box
Kühlerfigur	Kühler	Figur
Kühlergrill	Kühler	Grill
Kühlerhaube	Kühler	Haube
Kühlflüssigkeit	kühlen	Flüssigkeit
Kühlgefrierkombination	kühlen gefrieren	Kombination
Kühlgerät	kühl|kühlen	Gerät
Kühlhalle	kühl|kühlen	Halle
Kühlhaus	kühlen|kühl	Haus
Kühlkörper	kühl|kühlen	Körper
Kühlkreislauf	kühl|kühlen	Kreislauf
Kühlluft	kühl|kühlen	Luft
Kühlmittel	kühl|kühlen	Mittel
Kühlofen	kühl|kühlen	Ofen
Kühlraum	kühlen|kühl	Raum
Kühlregal	kühl	Regal
Kühlrippe	kühlen|kühl	Rippe
Kühlschiff	kühlen|kühl	Schiff
Kühlschrank	kühlen|kühl	Schrank
Kühlsystem	kühl|kühlen	System
Kühltruhe	kühlen|kühl	Truhe
Kühlturm	kühl|kühlen	Turm
Kühlwagen	kühl	Wagen
Kühlwasser	kühl|kühlen	Wasser
Kuhmilch	Kuh	Milch
Kuhschelle	Kuh	Schelle
Kuhstall	Kuh	Stall
Kulminationspunkt	Kulmination	Punkt
Kultanlage	Kult	Anlage
Kultauto	Kult	Auto
Kultbild	Kult	Bild
Kultbuch	Kult	Buch
Kultfigur	Kult	Figur
Kultfilm	Kult	Film
Kultgegenstand	Kult	Gegenstand
Kulthandlung	Kult	Handlung
Kultobjekt	Kult	Objekt
Kultort	Kult	Ort
Kultplatz	Kult	Platz
Kultserie	Kult	Serie
Kultstätte	Kult	Stätte
Kultstatus	Kult	Status
Kulturabkommen	Kultur	Abkommen
Kulturabteilung	Kultur	Abteilung
Kulturamt	Kultur	Amt
Kulturangebot	Kultur	Angebot
Kulturanthropologie	Kultur	Anthropologie
Kulturarbeit	Kultur	Arbeit
Kulturattaché	Kultur	Attaché
Kulturattachée	Kultur	Attachée
Kulturauftrag	Kultur	Auftrag
Kulturausschuss	Kultur	Ausschuss
Kulturaustausch	Kultur	Austausch
Kulturbauwerker	Kultur	Bauwerker
Kulturbeauftragte	Kultur	Beauftragte
Kulturbeauftragter	Kultur	Beauftragter
Kulturbegriff	Kultur	Begriff
Kulturbehörde	Kultur	Behörde
Kulturbeilage	Kultur	Beilage
Kulturbereich	Kultur	Bereich
Kulturbetrieb	Kultur	Betrieb
Kulturbeutel	Kultur	Beutel
Kulturboden	Kultur	Boden
Kulturbund	Kultur	Bund
Kulturdenkmal	Kultur	Denkmal
Kulturdezernat	Kultur	Dezernat
Kulturdezernent	Kultur	Dezernent
Kultureinrichtung	Kultur	Einrichtung
Kulturentwicklung	Kultur	Entwicklung
Kulturepoche	Kultur	Epoche
Kulturerbe	Kultur	Erbe
Kulturereignis	Kultur	Ereignis
Kulturetat	Kultur	Etat
Kulturfabrik	Kultur	Fabrik
Kulturfilm	Kultur	Film
Kulturfolger	Kultur	Folger
Kulturfonds	Kultur	Fonds
Kulturförderung	Kultur	Förderung
Kulturform	Kultur	Form
Kulturforum	Kultur	Forum
Kulturfunktionär	Kultur	Funktionär
Kulturgebäude	Kultur	Gebäude
Kulturgemeinschaft	Kultur	Gemeinschaft
Kulturgenuss	Kultur	Genuss
Kulturgeschichte	Kultur	Geschichte
Kulturgrasland	Kultur	Grasland
Kulturgruppe	Kultur	Gruppe
Kulturgut	Kultur	Gut
Kulturhauptstadt	Kultur	Hauptstadt
Kulturhaus	Kultur	Haus
Kulturhaushalt	Kultur	Haushalt
Kulturhistoriker	Kultur	Historiker
Kulturhoheit	Kultur	Hoheit
Kulturimperialismus	Kultur	Imperialismus
Kulturimport	Kultur	Import
Kulturindustrie	Kultur	Industrie
Kulturinitiative	Kultur	Initiative
Kulturinstitut	Kultur	Institut
Kulturkampf	Kultur	Kampf
Kulturkanal	Kultur	Kanal
Kulturkontakt	Kultur	Kontakt
Kulturkreis	Kultur	Kreis
Kulturkritik	Kultur	Kritik
Kulturkritiker	Kultur	Kritiker
Kulturland	Kultur	Land
Kulturlandschaft	Kultur	Landschaft
Kulturleben	Kultur	Leben
Kulturleistung	Kultur	Leistung
Kulturmagazin	Kultur	Magazin
Kulturmanagement	Kultur	Management
Kulturmanager	Kultur	Manager
Kulturmetropole	Kultur	Metropole
Kulturminister	Kultur	Minister
Kulturministerium	Kultur	Ministerium
Kulturnachrichten	Kultur	Nachrichten
Kulturnation	Kultur	Nation
Kulturorganisation	Kultur	Organisation
Kulturpalast	Kultur	Palast
Kulturpessimismus	Kultur	Pessimismus
